species	strain	sex	two_choice	preference_index	%_feeding	assay_type
D. simulans	04	male	500mM fructose vs 5mM fructose	0.9285714285714286	0.7	petri dish colorimetric
D. simulans	04	female	500mM fructose vs 5mM fructose	1	0.8	petri dish colorimetric
D. simulans	04	female	500mM fructose vs 5mM fructose	1	0.9	petri dish colorimetric
D. simulans	04	female	500mM fructose vs 5mM fructose	1	0.85	petri dish colorimetric
D. melanogaster	Canton-S	female	200mM fructose vs 5mM fructose	1	0.75	petri dish colorimetric
D. melanogaster	Canton-S	female	200mM fructose vs 5mM fructose	0.9444444444444444	0.9	petri dish colorimetric
D. melanogaster	Canton-S	female	200mM fructose vs 5mM fructose	1	0.65	petri dish colorimetric
D. melanogaster	Canton-S	male	200mM fructose vs 5mM fructose	0.9411764705882352	0.85	petri dish colorimetric
D. melanogaster	Canton-S	male	200mM fructose vs 5mM fructose	1	0.85	petri dish colorimetric
D. melanogaster	Canton-S	male	200mM fructose vs 5mM fructose	0.9375	0.8	petri dish colorimetric
D. simulans	04	female	200mM fructose vs 5mM fructose	0.8823529411764706	0.85	petri dish colorimetric
D. simulans	04	female	200mM fructose vs 5mM fructose	0.9473684210526316	0.95	petri dish colorimetric
D. simulans	04	female	200mM fructose vs 5mM fructose	1	0.75	petri dish colorimetric
D. simulans	04	male	200mM fructose vs 5mM fructose	0.8823529411764706	0.85	petri dish colorimetric
D. simulans	04	male	200mM fructose vs 5mM fructose	0.9166666666666666	0.5714285714285714	petri dish colorimetric
D. sechellia	07	female	200mM fructose vs 5mM fructose	0.95	1	petri dish colorimetric
D. sechellia	07	female	200mM fructose vs 5mM fructose	0.9473684210526316	1	petri dish colorimetric
D. sechellia	07	female	200mM fructose vs 5mM fructose	1	0.95	petri dish colorimetric
D. sechellia	07	male	200mM fructose vs 5mM fructose	0.8823529411764706	0.85	petri dish colorimetric
D. sechellia	07	male	200mM fructose vs 5mM fructose	0.75	0.8	petri dish colorimetric
D. sechellia	07	male	200mM fructose vs 5mM fructose	0.6842105263157895	0.95	petri dish colorimetric
D. sechellia	07	male	200mM fructose vs 5mM fructose	0.7272727272727273	0.55	petri dish colorimetric
D. sechellia	07	male	200mM fructose vs 5mM fructose	1	0.44999999999999996	petri dish colorimetric
D. sechellia	07	female	200mM fructose vs 5mM fructose	0.9090909090909092	0.55	petri dish colorimetric
D. sechellia	07	female	200mM fructose vs 5mM fructose	1	0.4	petri dish colorimetric
D. simulans	04	female	200mM fructose vs 5mM fructose	1	0.5789473684210527	petri dish colorimetric
D. simulans	04	female	200mM fructose vs 5mM fructose	1	0.631578947368421	petri dish colorimetric
D. simulans	04	female	200mM fructose vs 5mM fructose	1	0.9	petri dish colorimetric
D. simulans	04	female	200mM fructose vs 5mM fructose	1	0.55	petri dish colorimetric
D. simulans	04	male	200mM fructose vs 5mM fructose	1	0.95	petri dish colorimetric
D. simulans	04	male	200mM fructose vs 5mM fructose	1	0.85	petri dish colorimetric
D. simulans	04	male	200mM fructose vs 5mM fructose	1	0.9	petri dish colorimetric
D. simulans	04	male	200mM fructose vs 5mM fructose	1	1	petri dish colorimetric
D. sechellia	07	female	50mM fructose vs 5mM fructose	0.8333333333333334	0.30000000000000004	petri dish colorimetric
D. simulans	04	female	50mM fructose vs 5mM fructose	1	0.4	petri dish colorimetric
D. simulans	04	male	50mM fructose vs 5mM fructose	1	0.8947368421052632	petri dish colorimetric
D. simulans	04	male	50mM fructose vs 5mM fructose	1	0.8888888888888888	petri dish colorimetric
D. melanogaster	Canton-S	female	50mM fructose vs 5mM fructose	1	0.6842105263157895	petri dish colorimetric
D. melanogaster	Canton-S	male	50mM fructose vs 5mM fructose	1	0.6	petri dish colorimetric
D. melanogaster	Canton-S	male	50mM fructose vs 5mM fructose	0.7857142857142857	0.6666666666666667	petri dish colorimetric
D. sechellia	07	female	50mM fructose vs 5mM fructose	0.8666666666666667	0.75	petri dish colorimetric
D. sechellia	07	female	50mM fructose vs 5mM fructose	1	0.15000000000000002	petri dish colorimetric
D. sechellia	07	male	50mM fructose vs 5mM fructose	1	0.25	petri dish colorimetric
D. sechellia	07	male	50mM fructose vs 5mM fructose	1	0.44999999999999996	petri dish colorimetric
D. sechellia	07	male	50mM fructose vs 5mM fructose	1	0.368421052631579	petri dish colorimetric
D. simulans	04	female	50mM fructose vs 5mM fructose	1	0.5	petri dish colorimetric
D. simulans	04	female	50mM fructose vs 5mM fructose	1	0.10526315789473684	petri dish colorimetric
D. simulans	04	male	50mM fructose vs 5mM fructose	1	0.95	petri dish colorimetric
D. melanogaster	Canton-S	female	50mM fructose vs 5mM fructose	1	0.75	petri dish colorimetric
D. melanogaster	Canton-S	male	50mM fructose vs 5mM fructose	1	0.95	petri dish colorimetric
D. simulans	04	female	5mM fructose vs 2mM fructose	-1	0.09999999999999998	petri dish colorimetric
D. simulans	04	female	5mM fructose vs 2mM fructose	-0.3333333333333333	0.15000000000000002	petri dish colorimetric
D. simulans	04	female	5mM fructose vs 2mM fructose	0.14285714285714285	0.35	petri dish colorimetric
D. simulans	04	male	5mM fructose vs 2mM fructose	-1	0.25	petri dish colorimetric
D. simulans	04	male	5mM fructose vs 2mM fructose	-1	0.44999999999999996	petri dish colorimetric
D. simulans	04	male	5mM fructose vs 2mM fructose	-1	0.44999999999999996	petri dish colorimetric
D. sechellia	07	female	5mM fructose vs 2mM fructose	-1	0.050000000000000044	petri dish colorimetric
D. sechellia	07	male	5mM fructose vs 2mM fructose	-1	0.10526315789473684	petri dish colorimetric
D. sechellia	07	male	5mM fructose vs 2mM fructose	-0.3333333333333333	0.30000000000000004	petri dish colorimetric
D. melanogaster	Canton-S	female	200mM fructose vs 5mM fructose	0.9411764705882352	0.85	petri dish colorimetric
D. melanogaster	Canton-S	female	200mM fructose vs 5mM fructose	0.8421052631578947	1	petri dish colorimetric
D. melanogaster	Canton-S	male	200mM fructose vs 5mM fructose	1	0.85	petri dish colorimetric
D. melanogaster	Canton-S	male	200mM fructose vs 5mM fructose	0.9166666666666666	0.631578947368421	petri dish colorimetric
D. melanogaster	Canton-S	male	200mM fructose vs 5mM fructose	0.6428571428571429	0.7	petri dish colorimetric
D. melanogaster	Canton-S	male	200mM fructose vs 5mM fructose	0.9473684210526316	0.95	petri dish colorimetric
D. sechellia	07	male	200mM fructose vs 5mM fructose	0.6666666666666666	0.30000000000000004	petri dish colorimetric
D. sechellia	07	male	200mM fructose vs 5mM fructose	0.2	0.25	petri dish colorimetric
D. sechellia	07	male	200mM fructose vs 5mM fructose	0.5833333333333334	0.6	petri dish colorimetric
D. sechellia	07	female	500mM fructose vs 5mM fructose	1	0.631578947368421	petri dish colorimetric
D. sechellia	07	female	500mM fructose vs 5mM fructose	1	0.7	petri dish colorimetric
D. sechellia	07	female	500mM fructose vs 5mM fructose	1	0.8333333333333334	petri dish colorimetric
D. sechellia	07	male	500mM fructose vs 5mM fructose	0.9333333333333332	0.75	petri dish colorimetric
D. sechellia	07	male	500mM fructose vs 5mM fructose	1	0.9444444444444444	petri dish colorimetric
D. sechellia	07	male	500mM fructose vs 5mM fructose	0.9166666666666666	0.6	petri dish colorimetric
D. melanogaster	Canton-S	male	500mM fructose vs 5mM fructose	1	1	petri dish colorimetric
D. melanogaster	Canton-S	male	500mM fructose vs 5mM fructose	1	1	petri dish colorimetric
D. melanogaster	Canton-S	male	500mM fructose vs 5mM fructose	1	1	petri dish colorimetric
D. melanogaster	Canton-S	female	500mM fructose vs 5mM fructose	1	1	petri dish colorimetric
D. melanogaster	Canton-S	female	500mM fructose vs 5mM fructose	1	1	petri dish colorimetric
D. melanogaster	Canton-S	female	500mM fructose vs 5mM fructose	1	0.95	petri dish colorimetric
D. simulans	04	female	500mM fructose vs 5mM fructose	0.9375	0.8	petri dish colorimetric
D. simulans	04	female	500mM fructose vs 5mM fructose	1	0.6111111111111112	petri dish colorimetric
D. simulans	04	female	500mM fructose vs 5mM fructose	1	1	petri dish colorimetric
D. simulans	04	male	500mM fructose vs 5mM fructose	1	0.9444444444444444	petri dish colorimetric
D. simulans	04	male	500mM fructose vs 5mM fructose	1	1	petri dish colorimetric
D. simulans	04	male	500mM fructose vs 5mM fructose	1	1	petri dish colorimetric
D. melanogaster	Canton-S	female	50mM fructose vs 5mM fructose	1	0.5263157894736843	petri dish colorimetric
D. melanogaster	Canton-S	female	50mM fructose vs 5mM fructose	1	0.5555555555555556	petri dish colorimetric
D. melanogaster	Canton-S	male	50mM fructose vs 5mM fructose	1	0.95	petri dish colorimetric
D. simulans	04	female	50mM fructose vs 5mM fructose	1	0.6666666666666667	petri dish colorimetric
D. simulans	04	female	50mM fructose vs 5mM fructose	0.8666666666666667	0.8333333333333334	petri dish colorimetric
D. simulans	04	male	50mM fructose vs 5mM fructose	1	0.9473684210526316	petri dish colorimetric
D. melanogaster	Canton-S	female	5mM fructose vs 2mM fructose	-0.8333333333333334	0.3157894736842105	petri dish colorimetric
D. melanogaster	Canton-S	female	5mM fructose vs 2mM fructose	-0.75	0.19999999999999996	petri dish colorimetric
D. melanogaster	Canton-S	female	5mM fructose vs 2mM fructose	-1	0.052631578947368474	petri dish colorimetric
D. melanogaster	Canton-S	male	5mM fructose vs 2mM fructose	-0.5714285714285714	0.38888888888888884	petri dish colorimetric
D. melanogaster	Canton-S	male	5mM fructose vs 2mM fructose	-1	0.21052631578947367	petri dish colorimetric
D. melanogaster	Canton-S	male	5mM fructose vs 2mM fructose	-1	0.21052631578947367	petri dish colorimetric
D. sechellia	07	female	5mM fructose vs 2mM fructose	1	0.09999999999999998	petri dish colorimetric
D. sechellia	07	female	5mM fructose vs 2mM fructose	0.6666666666666666	0.30000000000000004	petri dish colorimetric
D. sechellia	07	male	5mM fructose vs 2mM fructose	0	0.10526315789473684	petri dish colorimetric
D. sechellia	07	male	5mM fructose vs 2mM fructose	-1	0.052631578947368474	petri dish colorimetric
D. simulans	04	male	5mM glucose vs 2mM glucose	-0.25	0.19999999999999996	petri dish colorimetric
D. sechellia	07	male	5mM glucose vs 2mM glucose	-0.25	0.19999999999999996	petri dish colorimetric
D. simulans	04	male	5mM glucose vs 2mM glucose	0	0.35	petri dish colorimetric
D. sechellia	07	male	5mM glucose vs 2mM glucose	0	0.09999999999999998	petri dish colorimetric
D. simulans	04	male	5mM glucose vs 2mM glucose	0.3333333333333333	0.15000000000000002	petri dish colorimetric
D. melanogaster	Canton-S	female	5mM glucose vs 2mM glucose	-0.8333333333333334	0.30000000000000004	petri dish colorimetric
D. sechellia	07	male	5mM glucose vs 2mM glucose	-1	0.050000000000000044	petri dish colorimetric
D. simulans	04	female	5mM glucose vs 2mM glucose	-0.2	0.25	petri dish colorimetric
D. simulans	04	female	5mM glucose vs 2mM glucose	-0.3333333333333333	0.1578947368421053	petri dish colorimetric
D. melanogaster	Canton-S	male	5mM glucose vs 2mM glucose	-1	0.050000000000000044	petri dish colorimetric
D. melanogaster	Canton-S	male	5mM glucose vs 2mM glucose	-1	0.050000000000000044	petri dish colorimetric
D. melanogaster	Canton-S	male	5mM glucose vs 2mM glucose	-1	0.25	petri dish colorimetric
D. simulans	04	female	5mM glucose vs 2mM glucose	0.25	0.19999999999999996	petri dish colorimetric
D. sechellia	07	female	50mM glucose vs 5mM glucose	1	0.15000000000000002	petri dish colorimetric
D. sechellia	07	female	50mM glucose vs 5mM glucose	1	0.09999999999999998	petri dish colorimetric
D. sechellia	07	female	50mM glucose vs 5mM glucose	1	0.050000000000000044	petri dish colorimetric
D. melanogaster	Canton-S	female	50mM glucose vs 5mM glucose	1	0.9	petri dish colorimetric
D. melanogaster	Canton-S	female	50mM glucose vs 5mM glucose	0.9285714285714286	0.7	petri dish colorimetric
D. melanogaster	Canton-S	female	50mM glucose vs 5mM glucose	1	0.65	petri dish colorimetric
D. simulans	04	female	50mM glucose vs 5mM glucose	0.6428571428571429	0.7	petri dish colorimetric
D. simulans	04	female	50mM glucose vs 5mM glucose	0.8333333333333334	0.30000000000000004	petri dish colorimetric
D. simulans	04	female	50mM glucose vs 5mM glucose	0.7142857142857143	0.35	petri dish colorimetric
D. simulans	04	male	50mM glucose vs 5mM glucose	1	1	petri dish colorimetric
D. simulans	04	male	50mM glucose vs 5mM glucose	0.9473684210526316	0.95	petri dish colorimetric
D. simulans	04	male	50mM glucose vs 5mM glucose	1	0.95	petri dish colorimetric
D. sechellia	07	male	50mM glucose vs 5mM glucose	1	0.19999999999999996	petri dish colorimetric
D. sechellia	07	male	50mM glucose vs 5mM glucose	1	0.050000000000000044	petri dish colorimetric
D. sechellia	07	male	50mM glucose vs 5mM glucose	1	0.15000000000000002	petri dish colorimetric
D. melanogaster	Canton-S	male	50mM glucose vs 5mM glucose	1	0.25	petri dish colorimetric
D. melanogaster	Canton-S	male	50mM glucose vs 5mM glucose	1	0.25	petri dish colorimetric
D. melanogaster	Canton-S	male	50mM glucose vs 5mM glucose	1	0.25	petri dish colorimetric
D. sechellia	07	male	500mM glucose vs 5mM glucose	1	0.85	petri dish colorimetric
D. sechellia	07	male	500mM glucose vs 5mM glucose	1	0.8421052631578947	petri dish colorimetric
D. sechellia	07	female	500mM glucose vs 5mM glucose	1	0.65	petri dish colorimetric
D. sechellia	07	female	500mM glucose vs 5mM glucose	0.9473684210526316	0.95	petri dish colorimetric
D. simulans	04	male	500mM glucose vs 5mM glucose	1	0.9	petri dish colorimetric
D. simulans	04	male	500mM glucose vs 5mM glucose	1	0.9	petri dish colorimetric
D. simulans	04	male	500mM glucose vs 5mM glucose	1	0.9	petri dish colorimetric
D. simulans	04	male	500mM glucose vs 5mM glucose	1	0.8	petri dish colorimetric
D. simulans	04	male	500mM glucose vs 5mM glucose	1	0.95	petri dish colorimetric
D. simulans	04	female	500mM glucose vs 5mM glucose	1	0.9	petri dish colorimetric
D. simulans	04	female	500mM glucose vs 5mM glucose	1	0.95	petri dish colorimetric
D. simulans	04	female	500mM glucose vs 5mM glucose	1	1	petri dish colorimetric
D. simulans	04	female	500mM glucose vs 5mM glucose	1	0.95	petri dish colorimetric
D. simulans	04	female	500mM glucose vs 5mM glucose	1	0.8947368421052632	petri dish colorimetric
D. simulans	04	female	500mM glucose vs 5mM glucose	1	1	petri dish colorimetric
D. melanogaster	Canton-S	female	500mM glucose vs 5mM glucose	1	0.9	petri dish colorimetric
D. melanogaster	Canton-S	female	500mM glucose vs 5mM glucose	1	0.85	petri dish colorimetric
D. melanogaster	Canton-S	female	500mM glucose vs 5mM glucose	1	1	petri dish colorimetric
D. melanogaster	Canton-S	male	500mM glucose vs 5mM glucose	0.9473684210526316	0.95	petri dish colorimetric
D. melanogaster	Canton-S	male	500mM glucose vs 5mM glucose	1	0.95	petri dish colorimetric
D. melanogaster	Canton-S	female	200mM glucose vs 5mM glucose	1	0.95	petri dish colorimetric
D. melanogaster	Canton-S	female	200mM glucose vs 5mM glucose	0.9375	0.8421052631578947	petri dish colorimetric
D. melanogaster	Canton-S	female	200mM glucose vs 5mM glucose	1	0.8	petri dish colorimetric
D. melanogaster	Canton-S	male	200mM glucose vs 5mM glucose	1	0.8421052631578947	petri dish colorimetric
D. melanogaster	Canton-S	male	200mM glucose vs 5mM glucose	1	0.9	petri dish colorimetric
D. melanogaster	Canton-S	male	200mM glucose vs 5mM glucose	0.9473684210526316	0.95	petri dish colorimetric
D. simulans	04	female	200mM glucose vs 5mM glucose	0.8888888888888888	0.9	petri dish colorimetric
D. simulans	04	female	200mM glucose vs 5mM glucose	1	0.9	petri dish colorimetric
D. simulans	04	female	200mM glucose vs 5mM glucose	1	1	petri dish colorimetric
D. simulans	04	male	200mM glucose vs 5mM glucose	1	1	petri dish colorimetric
D. simulans	04	male	200mM glucose vs 5mM glucose	1	0.95	petri dish colorimetric
D. simulans	04	male	200mM glucose vs 5mM glucose	1	0.9	petri dish colorimetric
D. sechellia	07	female	200mM glucose vs 5mM glucose	1	0.75	petri dish colorimetric
D. sechellia	07	female	200mM glucose vs 5mM glucose	0.875	0.8	petri dish colorimetric
D. sechellia	07	female	200mM glucose vs 5mM glucose	1	0.85	petri dish colorimetric
D. sechellia	07	male	200mM glucose vs 5mM glucose	1	0.9	petri dish colorimetric
D. sechellia	07	male	200mM glucose vs 5mM glucose	0.8	0.75	petri dish colorimetric
D. sechellia	07	male	200mM glucose vs 5mM glucose	0.9375	0.8	petri dish colorimetric
D. melanogaster	Canton-S	male	200mM glucose vs 5mM glucose	1	0.9	petri dish colorimetric
D. melanogaster	Canton-S	male	200mM glucose vs 5mM glucose	1	0.95	petri dish colorimetric
D. melanogaster	Canton-S	male	200mM glucose vs 5mM glucose	1	0.8888888888888888	petri dish colorimetric
D. melanogaster	Canton-S	female	200mM glucose vs 5mM glucose	1	0.8421052631578947	petri dish colorimetric
D. melanogaster	Canton-S	female	200mM glucose vs 5mM glucose	1	0.75	petri dish colorimetric
D. simulans	04	male	200mM glucose vs 5mM glucose	1	1	petri dish colorimetric
D. simulans	04	male	200mM glucose vs 5mM glucose	1	1	petri dish colorimetric
D. simulans	04	male	200mM glucose vs 5mM glucose	1	0.8421052631578947	petri dish colorimetric
D. sechellia	07	female	200mM glucose vs 5mM glucose	0.7142857142857143	0.38888888888888884	petri dish colorimetric
D. sechellia	07	female	200mM glucose vs 5mM glucose	0.7692307692307693	0.7647058823529411	petri dish colorimetric
D. sechellia	07	male	200mM glucose vs 5mM glucose	1	0.7894736842105263	petri dish colorimetric
D. sechellia	07	male	200mM glucose vs 5mM glucose	1	0.9473684210526316	petri dish colorimetric
D. sechellia	07	male	200mM glucose vs 5mM glucose	1	0.65	petri dish colorimetric
D. simulans	04	female	200mM glucose vs 5mM glucose	1	0.5	petri dish colorimetric
D. simulans	04	female	200mM glucose vs 5mM glucose	1	0.8421052631578947	petri dish colorimetric
D. simulans	04	female	200mM glucose vs 5mM glucose	1	0.65	petri dish colorimetric
D. sechellia	07	female	200mM glucose vs 5mM glucose	1	0.368421052631579	petri dish colorimetric
D. simulans	04	male	50mM glucose vs 5mM glucose	1	0.95	petri dish colorimetric
D. simulans	04	male	50mM glucose vs 5mM glucose	1	1	petri dish colorimetric
D. simulans	04	male	50mM glucose vs 5mM glucose	1	0.9	petri dish colorimetric
D. simulans	04	female	50mM glucose vs 5mM glucose	1	0.55	petri dish colorimetric
D. simulans	04	female	50mM glucose vs 5mM glucose	1	0.8	petri dish colorimetric
D. simulans	04	female	50mM glucose vs 5mM glucose	0.9166666666666666	0.631578947368421	petri dish colorimetric
D. sechellia	07	female	50mM glucose vs 5mM glucose	1	0.21052631578947367	petri dish colorimetric
D. sechellia	07	female	50mM glucose vs 5mM glucose	0.6666666666666666	0.44999999999999996	petri dish colorimetric
D. sechellia	07	female	50mM glucose vs 5mM glucose	0.8571428571428571	0.35	petri dish colorimetric
D. sechellia	07	male	50mM glucose vs 5mM glucose	0.8571428571428571	0.35	petri dish colorimetric
D. sechellia	07	male	50mM glucose vs 5mM glucose	0.8333333333333334	0.33333333333333337	petri dish colorimetric
D. sechellia	07	male	50mM glucose vs 5mM glucose	1	0.25	petri dish colorimetric
D. simulans	04	female	5mM glucose vs 2mM glucose	1	0.050000000000000044	petri dish colorimetric
D. simulans	04	male	5mM glucose vs 2mM glucose	0.7777777777777778	0.44999999999999996	petri dish colorimetric
D. simulans	04	male	5mM glucose vs 2mM glucose	0.14285714285714285	0.35	petri dish colorimetric
D. sechellia	07	male	5mM glucose vs 2mM glucose	-1	0.050000000000000044	petri dish colorimetric
D. sechellia	07	male	5mM glucose vs 2mM glucose	1	0.09999999999999998	petri dish colorimetric
D. sechellia	07	female	5mM glucose vs 2mM glucose	0	0.2222222222222222	petri dish colorimetric
D. sechellia	07	female	5mM glucose vs 2mM glucose	-0.2	0.25	petri dish colorimetric
D. sechellia	07	female	5mM glucose vs 2mM glucose	1	0.5	petri dish colorimetric
D. melanogaster	Canton-S	male	500mM glucose vs 5mM glucose	1	0.9	petri dish colorimetric
D. melanogaster	Canton-S	male	500mM glucose vs 5mM glucose	1	1	petri dish colorimetric
D. melanogaster	Canton-S	male	500mM glucose vs 5mM glucose	1	0.95	petri dish colorimetric
D. melanogaster	Canton-S	female	500mM glucose vs 5mM glucose	1	0.8947368421052632	petri dish colorimetric
D. melanogaster	Canton-S	female	500mM glucose vs 5mM glucose	1	0.9473684210526316	petri dish colorimetric
D. melanogaster	Canton-S	female	500mM glucose vs 5mM glucose	1	0.95	petri dish colorimetric
D. sechellia	07	male	500mM glucose vs 5mM glucose	1	0.9	petri dish colorimetric
D. sechellia	07	male	500mM glucose vs 5mM glucose	0.8888888888888888	0.5	petri dish colorimetric
D. sechellia	07	male	500mM glucose vs 5mM glucose	1	0.4	petri dish colorimetric
D. sechellia	07	female	500mM glucose vs 5mM glucose	0.9333333333333332	0.75	petri dish colorimetric
D. sechellia	07	female	500mM glucose vs 5mM glucose	0.9375	0.8	petri dish colorimetric
D. sechellia	07	female	500mM glucose vs 5mM glucose	1	0.4	petri dish colorimetric
D. simulans	04	male	500mM glucose vs 5mM glucose	1	1	petri dish colorimetric
D. simulans	04	male	500mM glucose vs 5mM glucose	1	1	petri dish colorimetric
D. simulans	04	male	500mM glucose vs 5mM glucose	1	1	petri dish colorimetric
D. simulans	04	female	500mM glucose vs 5mM glucose	1	0.6	petri dish colorimetric
D. simulans	04	female	500mM glucose vs 5mM glucose	1	0.7	petri dish colorimetric
D. simulans	04	female	500mM glucose vs 5mM glucose	1	0.9	petri dish colorimetric
D. sechellia	07	female	50mM glucose vs 5mM glucose	0.5	0.2222222222222222	petri dish colorimetric
D. sechellia	07	female	50mM glucose vs 5mM glucose	0.7692307692307693	0.65	petri dish colorimetric
D. sechellia	07	female	50mM glucose vs 5mM glucose	0.3076923076923077	0.65	petri dish colorimetric
D. melanogaster	Canton-S	female	50mM glucose vs 5mM glucose	0.7777777777777778	0.9473684210526316	petri dish colorimetric
D. melanogaster	Canton-S	female	50mM glucose vs 5mM glucose	0.5	0.6666666666666667	petri dish colorimetric
D. melanogaster	Canton-S	female	50mM glucose vs 5mM glucose	0.5	0.8888888888888888	petri dish colorimetric
D. melanogaster	Canton-S	male	50mM glucose vs 5mM glucose	1	0.5263157894736843	petri dish colorimetric
D. melanogaster	Canton-S	male	50mM glucose vs 5mM glucose	1	0.42105263157894735	petri dish colorimetric
D. melanogaster	Canton-S	male	50mM glucose vs 5mM glucose	1	0.44999999999999996	petri dish colorimetric
D. melanogaster	Canton-S	female	5mM glucose vs 2mM glucose	0.4	0.2777777777777778	petri dish colorimetric
D. melanogaster	Canton-S	female	5mM glucose vs 2mM glucose	0.08333333333333333	0.6	petri dish colorimetric
D. melanogaster	Canton-S	female	5mM glucose vs 2mM glucose	0.1111111111111111	0.5	petri dish colorimetric
D. melanogaster	Canton-S	male	5mM glucose vs 2mM glucose	-0.3333333333333333	0.1875	petri dish colorimetric
D. melanogaster	Canton-S	male	5mM glucose vs 2mM glucose	0	0.368421052631579	petri dish colorimetric
D. melanogaster	Canton-S	male	5mM glucose vs 2mM glucose	-1	0.05882352941176472	petri dish colorimetric
D. sechellia	07	female	50mM sucrose, 1% hexanoic acid vs 50mM sucrose	0	0.5263157894736843	petri dish colorimetric
D. sechellia	07	female	50mM sucrose, 1% hexanoic acid vs 50mM sucrose	0	0.9523809523809523	petri dish colorimetric
D. sechellia	07	male	50mM sucrose, 1% hexanoic acid vs 50mM sucrose	-0.08333333333333333	0.631578947368421	petri dish colorimetric
D. sechellia	07	male	50mM sucrose, 1% hexanoic acid vs 50mM sucrose	0.5	0.09999999999999998	petri dish colorimetric
D. sechellia	07	female	50mM sucrose, 1% hexanoic acid vs 50mM sucrose	0.15384615384615383	0.65	petri dish colorimetric
D. sechellia	07	male	50mM sucrose, 1% hexanoic acid vs 50mM sucrose	0.3076923076923077	0.65	petri dish colorimetric
D. sechellia	07	male	50mM sucrose, 0.2% hexanoic acid vs 50mM sucrose	0.35294117647058826	0.8947368421052632	petri dish colorimetric
D. simulans	04	male	50mM sucrose, 0.2% hexanoic acid vs 50mM sucrose	-0.125	0.8	petri dish colorimetric
D. melanogaster	Canton-S	male	50mM sucrose, 0.2% hexanoic acid vs 50mM sucrose	0.35	1	petri dish colorimetric
D. melanogaster	Canton-S	male	50mM sucrose, 0.2% hexanoic acid vs 50mM sucrose	0.3684210526315789	0.95	petri dish colorimetric
D. melanogaster	Canton-S	female	50mM sucrose, 0.2% hexanoic acid vs 50mM sucrose	0	0.95	petri dish colorimetric
D. melanogaster	Canton-S	female	50mM sucrose, 0.2% hexanoic acid vs 50mM sucrose	0.35294117647058826	0.85	petri dish colorimetric
D. sechellia	07	female	50mM sucrose, 0.2% hexanoic acid vs 50mM sucrose	0.5714285714285714	0.7	petri dish colorimetric
D. sechellia	07	female	50mM sucrose, 0.2% hexanoic acid vs 50mM sucrose	0.4375	0.8	petri dish colorimetric
D. sechellia	07	female	50mM sucrose, 0.2% hexanoic acid vs 50mM sucrose	0.38461538461538464	0.65	petri dish colorimetric
D. sechellia	07	male	50mM sucrose, 0.2% hexanoic acid vs 50mM sucrose	0	0.6842105263157895	petri dish colorimetric
D. sechellia	07	male	50mM sucrose, 0.2% hexanoic acid vs 50mM sucrose	0.25	0.8421052631578947	petri dish colorimetric
D. simulans	04	male	50mM sucrose, 0.2% hexanoic acid vs 50mM sucrose	-0.0588235294117647	0.85	petri dish colorimetric
D. simulans	04	female	50mM sucrose, 0.2% hexanoic acid vs 50mM sucrose	0	1	petri dish colorimetric
D. simulans	04	female	50mM sucrose, 0.2% hexanoic acid vs 50mM sucrose	0.1111111111111111	0.9	petri dish colorimetric
D. melanogaster	Canton-S	female	50mM sucrose, 0.5% hexanoic acid vs 50mM sucrose	0.15789473684210523	0.95	petri dish colorimetric
D. simulans	04	female	50mM sucrose, 0.5% hexanoic acid vs 50mM sucrose	0	1	petri dish colorimetric
D. sechellia	07	female	50mM sucrose, 0.5% hexanoic acid vs 50mM sucrose	0.15384615384615383	0.65	petri dish colorimetric
D. melanogaster	Canton-S	female	50mM sucrose, 0.5% hexanoic acid vs 50mM sucrose	0.1875	1	petri dish colorimetric
D. melanogaster	Canton-S	male	50mM sucrose, 0.5% hexanoic acid vs 50mM sucrose	-0.05263157894736842	0.95	petri dish colorimetric
D. melanogaster	Canton-S	male	50mM sucrose, 0.5% hexanoic acid vs 50mM sucrose	0.05555555555555555	0.9	petri dish colorimetric
D. simulans	04	female	50mM sucrose, 0.5% hexanoic acid vs 50mM sucrose	0	1	petri dish colorimetric
D. simulans	04	male	50mM sucrose, 0.5% hexanoic acid vs 50mM sucrose	-0.3333333333333333	0.75	petri dish colorimetric
D. simulans	04	male	50mM sucrose, 0.5% hexanoic acid vs 50mM sucrose	-0.2777777777777778	0.9	petri dish colorimetric
D. sechellia	07	female	50mM sucrose, 0.5% hexanoic acid vs 50mM sucrose	0.42105263157894735	0.95	petri dish colorimetric
D. sechellia	07	female	50mM sucrose, 0.5% hexanoic acid vs 50mM sucrose	1	0.35	petri dish colorimetric
D. sechellia	07	male	50mM sucrose, 0.5% hexanoic acid vs 50mM sucrose	0.6	0.75	petri dish colorimetric
D. sechellia	07	male	50mM sucrose, 0.5% hexanoic acid vs 50mM sucrose	0.21428571428571427	0.7	petri dish colorimetric
D. sechellia	07	male	50mM sucrose, 0.5% hexanoic acid vs 50mM sucrose	0.15384615384615383	0.7222222222222222	petri dish colorimetric
D. sechellia	07	female	50mM sucrose vs 50mM sucrose	0.05	1	petri dish colorimetric
D. sechellia	07	female	50mM sucrose vs 50mM sucrose	0.05555555555555555	0.9	petri dish colorimetric
D. sechellia	07	male	50mM sucrose vs 50mM sucrose	0.15789473684210523	0.95	petri dish colorimetric
D. sechellia	07	male	50mM sucrose vs 50mM sucrose	0	0.8	petri dish colorimetric
